oil_gas,district,lease_no,gas_mcf_d,oil_bbl_d,window,months_present
O,10,30290,21.66,5.31,202512-202605,6
O,10,38423,10.86,0.93,202512-202605,6
O,10,38808,0.0,1.1,202512-202605,6
O,10,39820,17.92,7.67,202512-202605,6
O,10,40310,0.0,4.25,202512-202605,6
O,10,40458,59.03,27.83,202512-202605,6
O,10,41385,0.0,0.0,202512-202605,6
O,10,41680,8.34,10.98,202512-202605,6
O,09,20815,0.0,0.0,202512-202605,6
O,09,20846,0.0,0.0,202512-202605,6
O,09,20847,94.54,31.15,202512-202605,6
O,09,21170,266.82,23.25,202512-202605,6
O,09,21171,377.56,10.1,202512-202605,6
O,09,21519,169.29,2.96,202512-202605,6
O,09,23015,10.31,25.08,202512-202605,6
O,09,23144,1009.35,290.16,202512-202605,6
O,09,23271,271.42,42.29,202512-202605,6
O,10,11557,0.0,0.0,202512-202605,6
O,10,18549,0.0,0.0,202512-202605,6
O,10,28078,0.0,0.0,202512-202605,6
O,10,33125,0.0,0.0,202512-202605,6
O,10,36767,0.0,0.0,202512-202605,6
O,10,39850,62.88,13.55,202512-202605,6
O,10,40498,38.31,8.38,202512-202605,6
O,10,40499,0.0,3.18,202512-202605,6
O,10,40536,0.0,0.0,202512-202605,6
O,10,41076,44.51,13.14,202512-202605,6
O,10,42394,0.0,13.55,202512-202605,6
O,10,43409,65.17,13.17,202512-202605,6
O,10,43549,0.0,0.0,202512-202605,6
O,10,44243,0.0,0.0,202512-202605,6
O,10,52989,44.75,48.3,202512-202605,6
O,10,53546,16.26,35.33,202512-202605,6
O,10,54484,788.32,91.97,202512-202605,6
O,10,62567,0.0,0.0,202512-202605,6
O,11,60800,0.0,0.0,202512-202605,6
O,10,06725,0.0,0.0,202512-202605,6
O,10,09234,0.0,0.83,202512-202605,6
O,10,21012,0.0,1.18,202512-202605,6
O,10,22398,0.0,0.0,202512-202605,6
O,10,22742,0.0,0.0,202512-202605,6
O,10,24281,0.0,0.0,202512-202605,6
O,10,28312,0.0,0.1,202512-202605,6
O,10,30139,0.0,0.0,202512-202605,6
O,10,51311,0.0,0.0,202512-202605,6
O,10,51565,131.87,23.48,202512-202605,6
O,10,54426,104.39,30.67,202512-202605,6
O,10,54430,50.84,20.65,202512-202605,6
O,10,55735,331.22,39.87,202512-202605,6
O,10,56094,145.33,87.16,202512-202605,6
O,10,56668,0.0,0.0,202512-202605,6
O,10,58560,88.54,38.52,202512-202605,6
O,10,58616,580.1,152.41,202512-202605,6
O,10,63030,1503.64,750.47,202512-202605,6
O,10,64440,0.0,0.0,202512-202605,6
O,10,42176,0.0,16.76,202512-202605,6
O,10,42263,0.0,1.96,202512-202605,6
O,10,42719,28.05,7.94,202512-202605,6
O,10,42800,94.52,15.77,202512-202605,6
O,10,43010,2.57,1.88,202512-202605,6
O,10,43746,1.73,3.99,202512-202605,6
O,10,43793,30.14,2.73,202512-202605,6
O,10,46404,0.0,4.64,202512-202605,6
O,10,52874,7.86,37.88,202512-202605,6
O,10,52986,640.08,77.41,202512-202605,6
O,10,53783,31.46,34.35,202512-202605,6
O,10,58853,154.2,146.9,202512-202605,6
O,10,39369,28.84,5.19,202512-202605,6
O,10,42148,0.36,1.1,202512-202605,6
O,10,42649,14.3,16.58,202512-202605,6
O,10,42667,0.0,0.0,202512-202605,6
O,10,42723,0.0,0.0,202512-202605,6
O,10,42783,0.0,0.25,202512-202605,6
O,10,42882,10.32,1.48,202512-202605,6
O,10,42967,18.55,9.12,202512-202605,6
O,10,43044,24.69,22.7,202512-202605,6
O,10,43049,190.96,5.9,202512-202605,6
O,10,43132,0.0,0.0,202512-202605,6
O,10,43279,0.0,0.0,202512-202605,6
O,10,43734,28.4,33.8,202512-202605,6
O,10,44167,0.0,0.0,202512-202605,6
O,10,04699,0.0,0.0,202512-202605,6
O,10,29629,0.0,0.0,202512-202605,6
O,10,34400,0.0,0.0,202512-202605,6
O,10,35259,0.0,0.0,202512-202605,6
O,10,35625,0.0,0.0,202512-202605,6
O,10,36376,0.0,0.0,202512-202605,6
O,10,36457,50.88,11.79,202512-202605,6
O,10,36655,11.0,19.57,202512-202605,6
O,10,44004,0.0,2.55,202512-202605,6
O,10,46052,0.0,0.0,202512-202605,6
O,10,43293,0.0,0.0,202512-202605,6
O,10,43968,0.0,0.0,202512-202605,6
O,10,44399,0.0,0.97,202512-202605,6
O,10,47750,1683.48,908.02,202512-202605,6
O,10,49010,0.0,0.0,202512-202605,6
O,10,50823,38.97,20.73,202512-202605,6
O,10,51773,23.87,23.8,202512-202605,6
O,10,52333,181.31,8.42,202512-202605,6
O,10,52648,118.49,49.82,202512-202605,6
O,10,59032,95.42,40.81,202512-202605,6
O,10,63061,0.0,0.0,202512-202605,6
O,09,02355,0.0,0.0,202512-202605,6
O,10,16813,0.0,0.0,202512-202605,6
O,10,25458,0.0,0.03,202512-202605,6
O,10,33929,0.0,0.33,202512-202605,6
O,10,39406,0.0,0.49,202512-202605,6
O,10,48909,15.42,17.51,202512-202605,6
O,10,49014,0.0,0.03,202512-202605,6
O,10,50017,0.0,0.13,202512-202605,6
O,10,50200,49.75,33.31,202512-202605,6
O,10,52147,0.0,0.0,202512-202605,6
O,10,52198,0.0,0.0,202512-202605,6
O,10,53851,0.0,0.0,202512-202605,6
O,10,36459,49.42,6.83,202512-202605,6
O,10,37704,0.0,0.0,202512-202605,6
O,10,37855,45.5,23.37,202512-202605,6
O,10,40080,11.85,9.44,202512-202605,6
O,10,41932,5.38,0.77,202512-202605,6
O,10,47107,88.4,35.14,202512-202605,6
O,10,48749,711.39,33.88,202512-202605,6
O,10,48924,131.21,9.63,202512-202605,6
O,10,49214,273.98,8.25,202512-202605,6
O,10,49227,0.0,0.0,202512-202605,1
O,10,49312,20.81,11.3,202512-202605,6
O,10,50384,2802.98,468.13,202512-202605,6
O,10,55391,617.7,197.48,202512-202605,6
O,10,44205,41.38,32.5,202512-202605,6
O,10,44287,20.13,20.39,202512-202605,6
O,10,45114,12.1,5.7,202512-202605,6
O,10,45194,73.15,20.29,202512-202605,6
O,10,45946,216.96,61.93,202512-202605,6
O,10,46035,0.0,0.0,202512-202605,6
O,10,46829,55.8,14.48,202512-202605,6
O,10,47263,18.73,27.04,202512-202605,6
O,10,47267,102.74,30.25,202512-202605,6
O,10,48241,0.0,0.0,202512-202605,6
O,10,48673,118.42,23.75,202512-202605,6
O,10,48678,0.0,0.0,202512-202605,6
O,10,49552,35.8,34.99,202512-202605,6
O,10,16894,0.0,0.53,202512-202605,6
O,10,16976,0.0,0.0,202512-202605,6
O,10,24561,0.0,0.0,202512-202605,6
O,10,29453,0.0,0.0,202512-202605,6
O,10,38319,1.9,3.38,202512-202605,6
O,10,44515,73.54,32.48,202512-202605,6
O,10,45007,0.0,0.0,202512-202605,6
O,10,45503,0.0,0.0,202512-202605,6
O,10,48549,240.85,61.04,202512-202605,6
O,10,49319,81.65,46.77,202512-202605,6
O,10,50607,80.14,61.99,202512-202605,6
O,10,54954,41.1,18.33,202512-202605,6
O,10,57656,681.4,85.23,202512-202605,6
O,10,57668,519.55,89.5,202512-202605,6
O,10,62121,472.67,56.8,202512-202605,6
O,10,47000,347.34,22.21,202512-202605,6
O,10,47674,59.64,11.25,202512-202605,6
O,10,47764,134.25,27.19,202512-202605,6
O,10,48298,0.0,0.0,202512-202605,3
O,10,48308,37.42,0.93,202512-202605,6
O,10,48544,110.53,32.09,202512-202605,6
O,10,48607,25.44,25.59,202512-202605,6
O,10,48824,243.97,6.07,202512-202605,6
O,10,49313,0.0,0.0,202512-202605,6
O,10,49563,807.16,25.27,202512-202605,6
O,10,49814,707.5,32.56,202512-202605,6
O,10,49895,0.0,0.0,202512-202605,6
O,10,50119,1889.23,279.54,202512-202605,6
O,10,51039,6610.73,622.85,202512-202605,6
O,09,08155,0.0,0.0,202512-202605,6
O,09,09246,0.0,0.0,202512-202605,6
O,09,10150,0.0,1.23,202512-202605,6
O,09,10481,0.0,1.04,202512-202605,6
O,09,17000,0.0,0.0,202512-202605,6
O,09,17509,0.0,0.0,202512-202605,6
O,09,17676,0.0,0.0,202512-202605,6
O,09,17978,7.36,10.52,202512-202605,6
O,09,19284,534.59,5.47,202512-202605,6
O,09,20405,224.7,18.13,202512-202605,6
O,09,20515,309.69,13.66,202512-202605,6
O,09,20576,142.98,7.49,202512-202605,6
O,09,20581,178.71,7.84,202512-202605,6
O,09,20626,755.77,12.86,202512-202605,6
O,10,55171,106.3,37.65,202512-202605,6
O,10,61149,76.52,45.17,202512-202605,6
O,10,64563,484.44,377.53,202512-202605,6
O,09,05410,0.0,0.0,202512-202605,6
O,09,05745,0.0,0.0,202512-202605,6
O,09,08277,0.0,0.06,202512-202605,6
O,09,08456,0.0,0.6,202512-202605,6
O,09,10413,0.0,0.12,202512-202605,6
O,09,12168,0.0,0.0,202512-202605,6
O,09,17844,0.0,0.0,202512-202605,6
O,09,18623,8100.8,1518.35,202512-202605,6
O,09,19802,367.87,1.34,202512-202605,6
O,10,26530,0.0,1.11,202512-202605,6
O,10,36302,15.03,3.6,202512-202605,6
O,10,36401,0.0,0.0,202512-202605,6
O,10,55650,286.83,92.55,202512-202605,6
O,10,58680,70.65,76.35,202512-202605,6
O,10,59860,538.24,110.96,202512-202605,6
O,10,59889,614.21,334.91,202512-202605,6
O,10,61334,330.57,151.18,202512-202605,6
O,10,61336,345.95,120.41,202512-202605,6
O,10,62413,948.27,671.84,202512-202605,6
O,10,63988,600.29,553.73,202512-202605,6
O,10,64541,0.0,0.0,202512-202605,6
O,10,49658,170.8,20.82,202512-202605,6
O,10,49734,0.0,0.0,202512-202605,6
O,10,49820,9.24,7.24,202512-202605,6
O,10,49987,66.95,35.66,202512-202605,6
O,10,51178,36.97,27.13,202512-202605,6
O,10,51279,10.98,4.16,202512-202605,6
O,10,52124,97.62,26.96,202512-202605,6
O,10,52149,360.69,34.12,202512-202605,6
O,10,52362,0.0,0.0,202512-202605,6
O,10,52659,0.0,0.0,202512-202605,6
O,10,52709,87.07,35.37,202512-202605,6
O,10,52990,13.73,3.92,202512-202605,6
O,10,53030,0.0,0.0,202512-202605,6
O,10,53516,97.35,33.07,202512-202605,6
O,10,62478,2047.7,516.41,202512-202605,6
O,10,63098,31.23,26.36,202512-202605,6
O,10,52509,21.1,19.26,202512-202605,6
O,10,53276,194.24,73.28,202512-202605,6
O,10,53701,89.8,12.52,202512-202605,6
O,10,54568,5545.7,599.51,202512-202605,6
O,10,55440,355.74,61.93,202512-202605,6
O,10,57098,330.77,66.99,202512-202605,6
O,10,58161,685.41,123.2,202512-202605,6
O,10,59379,4641.91,595.48,202512-202605,6
O,10,62946,443.05,290.35,202512-202605,6
O,10,63047,1827.82,654.77,202512-202605,6
O,10,63223,1440.45,742.03,202512-202605,6
O,10,64153,2902.1,895.81,202512-202605,6
O,10,64477,0.0,0.0,202512-202605,6
O,10,64731,0.0,0.0,202512-202605,6
O,09,20645,122.42,3.61,202512-202605,6
O,09,20706,4203.69,61.92,202512-202605,6
O,09,20708,156.23,22.4,202512-202605,6
O,09,20824,82.05,3.77,202512-202605,6
O,09,20922,0.0,0.0,202512-202605,6
O,09,20995,385.38,20.8,202512-202605,6
O,09,21013,197.41,5.22,202512-202605,6
O,09,21031,374.0,7.98,202512-202605,6
O,09,21168,490.47,8.98,202512-202605,6
O,09,22073,521.78,25.91,202512-202605,6
O,09,22075,777.76,37.58,202512-202605,6
O,09,22899,613.6,111.93,202512-202605,6
O,10,03170,0.0,0.0,202512-202605,6
O,09,19867,105.02,9.12,202512-202605,6
O,09,20087,500.11,10.51,202512-202605,6
O,09,20145,301.6,10.71,202512-202605,6
O,09,20568,268.29,3.63,202512-202605,6
O,09,20579,217.84,7.51,202512-202605,6
O,09,20617,419.79,12.95,202512-202605,6
O,09,20669,296.86,4.37,202512-202605,6
O,09,20780,0.0,0.0,202512-202605,6
O,09,20785,456.7,6.19,202512-202605,6
O,09,20823,122.26,3.91,202512-202605,6
O,09,21377,4410.02,680.19,202512-202605,6
O,09,21492,401.38,9.2,202512-202605,6
O,09,21520,260.66,3.88,202512-202605,6
O,09,21689,624.33,30.53,202512-202605,6
O,10,39325,40.42,5.52,202512-202605,6
O,10,40077,11.17,5.14,202512-202605,6
O,10,40479,0.0,0.0,202512-202605,6
O,10,40961,42.42,13.81,202512-202605,6
O,10,41200,0.0,0.0,202512-202605,6
O,10,42621,0.0,4.67,202512-202605,6
O,10,42964,29.15,10.84,202512-202605,6
O,10,46906,24.13,4.1,202512-202605,6
O,10,52418,18.07,36.4,202512-202605,6
O,10,52902,569.73,81.63,202512-202605,6
O,10,54187,426.73,121.15,202512-202605,6
O,10,16698,20.0,18.93,202512-202605,6
O,10,27997,0.0,1.16,202512-202605,6
O,10,38976,32.09,24.78,202512-202605,6
O,10,39300,0.0,0.0,202512-202605,6
O,10,40587,8.29,1.76,202512-202605,6
O,10,40786,0.0,0.0,202512-202605,6
O,10,42612,0.0,1.28,202512-202605,6
O,10,42670,0.0,0.0,202512-202605,6
O,10,43386,85.7,14.55,202512-202605,6
O,10,43744,0.0,4.63,202512-202605,6
O,10,43799,23.27,20.02,202512-202605,6
O,10,43994,0.0,8.68,202512-202605,6
O,10,46701,0.0,0.0,202512-202605,6
O,10,53497,16.15,31.31,202512-202605,6
O,10,05865,0.0,0.0,202512-202605,6
O,10,06795,0.0,8.26,202512-202605,6
O,10,07171,0.0,0.0,202512-202605,6
O,10,22482,0.0,3.02,202512-202605,6
O,10,22644,0.0,0.14,202512-202605,6
O,10,23841,0.0,0.0,202512-202605,6
O,10,28309,0.0,0.0,202512-202605,6
O,10,32105,0.0,0.0,202512-202605,6
O,10,33966,0.0,0.0,202512-202605,6
O,10,45645,0.0,0.0,202512-202605,6
O,10,49019,99.21,36.96,202512-202605,6
O,10,49152,31.97,13.57,202512-202605,6
O,10,52667,70.58,69.2,202512-202605,6
O,10,52846,11.23,51.97,202512-202605,6
O,10,54473,12.02,15.55,202512-202605,6
O,10,56075,872.53,462.85,202512-202605,6
O,10,56217,293.14,74.98,202512-202605,6
O,10,57330,107.23,28.32,202512-202605,6
O,10,58249,51.63,39.07,202512-202605,6
O,10,58808,91.85,41.32,202512-202605,6
O,10,59010,230.44,49.4,202512-202605,6
O,10,59248,80.94,74.62,202512-202605,6
O,10,59992,145.31,37.92,202512-202605,6
O,10,60024,68.75,69.34,202512-202605,6
O,10,60249,2336.52,372.45,202512-202605,6
O,10,60250,2080.64,473.98,202512-202605,6
O,10,60317,61.31,85.58,202512-202605,6
O,10,11510,0.0,0.0,202512-202605,6
O,10,24166,0.0,0.0,202512-202605,3
O,10,24996,0.0,0.0,202512-202605,6
O,10,41345,0.0,0.0,202512-202605,6
O,10,42406,0.0,0.0,202512-202605,6
O,10,42874,72.08,40.55,202512-202605,6
O,10,42892,0.0,0.0,202512-202605,6
O,10,42919,56.22,18.25,202512-202605,6
O,10,43054,11.45,12.33,202512-202605,6
O,10,43098,0.0,0.0,202512-202605,6
O,10,43101,1.84,11.48,202512-202605,6
O,10,43319,0.0,0.0,202512-202605,6
O,10,43558,42.8,19.18,202512-202605,6
O,10,43567,0.0,0.0,202512-202605,6
O,10,44273,4.54,5.95,202512-202605,6
O,09,21803,185.35,9.36,202512-202605,6
O,09,22840,350.14,44.98,202512-202605,6
O,09,22841,423.93,47.86,202512-202605,6
O,09,22973,344.99,38.18,202512-202605,6
O,09,23163,729.32,176.51,202512-202605,6
O,10,24525,0.0,0.0,202512-202605,6
O,10,37498,0.0,2.88,202512-202605,6
O,10,37742,0.0,0.0,202512-202605,6
O,10,37769,0.0,0.0,202512-202605,6
O,10,39277,348.54,157.44,202512-202605,6
O,10,40412,16.16,13.51,202512-202605,6
O,10,41533,19.7,18.18,202512-202605,6
O,10,42175,9.61,13.26,202512-202605,6
O,10,42407,3.23,1.31,202512-202605,6
O,10,05863,0.0,0.0,202512-202605,6
O,10,06797,0.0,0.11,202512-202605,6
O,10,15859,6.13,10.73,202512-202605,6
O,10,15862,0.0,4.06,202512-202605,6
O,10,27654,0.0,0.0,202512-202605,6
O,10,31409,0.0,2.09,202512-202605,6
O,10,36008,0.0,0.0,202512-202605,6
O,10,36408,16.47,10.62,202512-202605,6
O,10,40236,0.45,1.27,202512-202605,6
O,10,41598,0.0,8.24,202512-202605,6
O,10,42031,0.0,0.0,202512-202605,2
O,10,43416,0.0,0.0,202512-202605,2
O,10,44361,550.08,219.3,202512-202605,6
O,10,46868,151.89,32.72,202512-202605,6
O,10,56451,109.83,38.12,202512-202605,6
O,10,15848,43.92,19.93,202512-202605,6
O,10,36187,0.0,0.0,202512-202605,6
O,10,36700,11.29,9.68,202512-202605,6
O,10,40265,1215.24,160.42,202512-202605,6
O,10,40426,0.0,0.0,202512-202605,6
O,10,47375,417.26,89.54,202512-202605,6
O,10,47954,79.98,41.88,202512-202605,6
O,10,48427,3.73,1.78,202512-202605,6
O,10,49450,100.55,7.25,202512-202605,6
O,10,59047,183.23,88.15,202512-202605,6
O,10,59048,71.97,40.91,202512-202605,6
O,10,61187,39.14,39.98,202512-202605,6
O,09,08413,0.0,0.0,202512-202605,6
O,09,09482,0.0,0.35,202512-202605,6
O,09,12169,0.0,0.0,202512-202605,6
O,09,13035,0.0,0.61,202512-202605,6
O,09,14339,0.0,0.74,202512-202605,6
O,09,17486,0.0,0.0,202512-202605,6
O,09,17530,0.0,0.0,202512-202605,6
O,09,17799,0.0,0.0,202512-202605,6
O,09,18692,80.2,11.09,202512-202605,6
O,09,18846,121.41,7.4,202512-202605,6
O,09,19046,53.64,7.89,202512-202605,6
O,10,60456,370.09,105.34,202512-202605,6
O,10,60478,128.6,112.07,202512-202605,6
O,10,60883,0.0,0.0,202512-202605,6
O,10,61091,0.0,0.0,202512-202605,6
O,10,61312,372.65,262.99,202512-202605,6
O,10,61751,820.2,225.43,202512-202605,6
O,10,61812,725.68,79.1,202512-202605,6
O,10,62505,271.11,78.12,202512-202605,6
O,10,62509,166.57,168.37,202512-202605,6
O,10,62559,515.41,83.55,202512-202605,6
O,10,62693,185.59,97.25,202512-202605,6
O,10,62707,306.48,114.06,202512-202605,6
O,10,62772,0.0,0.0,202512-202605,3
O,10,62832,169.94,89.63,202512-202605,6
O,10,64228,614.91,246.7,202512-202605,6
O,10,44430,0.84,0.87,202512-202605,6
O,10,44471,6.55,5.69,202512-202605,6
O,10,44704,61.2,54.3,202512-202605,6
O,10,45606,0.0,0.0,202512-202605,6
O,10,45852,14.6,17.85,202512-202605,6
O,10,45956,1.46,2.69,202512-202605,6
O,10,48634,0.0,0.0,202512-202605,6
O,10,48679,0.0,0.0,202512-202605,6
O,10,48822,0.0,0.0,202512-202605,6
O,10,49003,16.66,8.56,202512-202605,6
O,10,49104,0.0,0.0,202512-202605,6
O,10,49220,4.36,0.02,202512-202605,6
O,10,49408,8.7,16.36,202512-202605,6
O,10,49807,170.23,24.42,202512-202605,6
O,10,42673,5.88,2.7,202512-202605,6
O,10,43519,80.25,55.68,202512-202605,6
O,10,43577,0.0,0.0,202512-202605,6
O,10,44377,0.0,0.0,202512-202605,6
O,10,45238,2.04,2.77,202512-202605,6
O,10,45765,2.96,9.64,202512-202605,6
O,10,45888,103.44,38.48,202512-202605,6
O,10,46540,44.69,19.06,202512-202605,6
O,10,46996,34.3,12.17,202512-202605,6
O,10,47211,74.83,8.35,202512-202605,6
O,10,47266,1.68,2.71,202512-202605,6
O,10,48475,18.55,17.71,202512-202605,6
O,10,48835,41.42,12.6,202512-202605,6
O,10,49253,456.27,82.43,202512-202605,6
O,10,24587,0.0,0.0,202512-202605,6
O,10,27128,0.0,0.54,202512-202605,6
O,10,29201,0.0,0.0,202512-202605,6
O,10,32950,0.0,2.91,202512-202605,6
O,10,39612,0.0,0.0,202512-202605,6
O,10,44380,0.0,0.49,202512-202605,6
O,10,48243,0.0,0.0,202512-202605,6
O,10,49551,150.69,0.85,202512-202605,6
O,10,49975,422.09,86.68,202512-202605,6
O,10,50743,8.23,12.32,202512-202605,6
O,10,51275,80.79,62.24,202512-202605,6
O,10,54016,56.69,25.18,202512-202605,6
O,10,48188,92.86,31.16,202512-202605,6
O,10,51257,37.71,13.47,202512-202605,6
O,10,53289,71.64,21.54,202512-202605,6
O,10,53507,270.62,122.96,202512-202605,6
O,10,57046,337.53,63.72,202512-202605,6
O,10,57836,4902.84,607.52,202512-202605,6
O,10,58564,166.28,65.85,202512-202605,6
O,10,59436,204.68,124.13,202512-202605,6
O,10,61125,0.0,0.0,202512-202605,6
O,10,63997,710.26,277.27,202512-202605,6
O,10,64403,0.0,0.0,202512-202605,6
O,10,64472,0.0,0.0,202512-202605,6
O,10,64653,0.0,0.0,202512-202605,6
O,10,49732,330.12,48.34,202512-202605,6
O,10,51939,439.65,79.68,202512-202605,6
O,10,55322,126.4,13.76,202512-202605,6
O,10,56059,306.43,110.94,202512-202605,6
O,10,56171,241.41,9.78,202512-202605,6
O,10,57045,208.13,42.79,202512-202605,6
O,10,61335,638.81,235.23,202512-202605,6
O,10,61858,653.79,179.61,202512-202605,6
O,10,62933,1714.37,848.58,202512-202605,6
O,10,63162,0.0,0.0,202512-202605,6
O,10,63335,1823.12,812.36,202512-202605,6
O,10,63985,449.82,495.36,202512-202605,6
O,10,64435,1062.05,384.01,202512-202605,6
O,10,64567,0.0,0.0,202512-202605,6
O,09,19216,42.79,17.54,202512-202605,6
O,09,19922,0.0,0.0,202512-202605,6
O,09,19978,859.18,67.7,202512-202605,6
O,09,20043,0.0,0.0,202512-202605,6
O,09,20094,70.49,2.31,202512-202605,6
O,09,20362,0.0,0.0,202512-202605,6
O,09,20486,336.32,11.16,202512-202605,6
O,09,20546,22.15,7.46,202512-202605,6
O,09,20561,77.46,4.15,202512-202605,6
O,09,20577,237.85,3.82,202512-202605,6
O,09,20683,82.43,5.4,202512-202605,6
O,09,20816,620.87,51.16,202512-202605,6
O,09,20964,335.07,24.83,202512-202605,6
O,10,49957,72.14,45.69,202512-202605,6
O,10,49984,161.15,66.03,202512-202605,6
O,10,50146,107.26,26.12,202512-202605,6
O,10,50216,23.87,6.62,202512-202605,6
O,10,50228,0.0,0.01,202512-202605,6
O,10,50253,287.96,53.67,202512-202605,6
O,10,50419,0.0,0.0,202512-202605,6
O,10,50609,95.73,18.36,202512-202605,6
O,10,51500,0.0,0.0,202512-202605,6
O,10,52039,189.43,58.28,202512-202605,6
O,10,52788,142.81,9.44,202512-202605,6
O,10,53200,132.29,39.64,202512-202605,6
O,10,53306,239.73,69.45,202512-202605,6
O,10,53330,240.69,41.47,202512-202605,6
O,10,49271,0.0,29.09,202512-202605,6
O,10,49392,22.36,13.68,202512-202605,6
O,10,49608,88.16,20.39,202512-202605,6
O,10,49655,6.87,4.98,202512-202605,6
O,10,49735,39.42,8.95,202512-202605,6
O,10,49876,105.45,48.62,202512-202605,6
O,10,49952,24.8,15.11,202512-202605,6
O,10,50444,0.0,0.0,202512-202605,6
O,10,50691,32.55,11.79,202512-202605,6
O,10,50709,49.43,22.45,202512-202605,6
O,10,50746,156.88,26.96,202512-202605,6
O,10,50810,29.12,33.1,202512-202605,6
O,10,51014,84.5,12.13,202512-202605,6
O,09,05071,0.0,0.0,202512-202605,6
O,09,07252,0.0,0.0,202512-202605,6
O,09,16531,0.0,0.0,202512-202605,6
O,09,17721,2025.45,220.38,202512-202605,6
O,09,18869,497.98,36.96,202512-202605,6
O,09,18912,130.25,31.37,202512-202605,6
O,09,19864,41.25,13.01,202512-202605,6
O,09,20035,283.54,20.22,202512-202605,6
O,09,20511,273.27,12.59,202512-202605,6
O,09,20542,452.08,17.16,202512-202605,6
O,09,20574,207.69,2.85,202512-202605,6
O,09,20580,118.53,7.02,202512-202605,6
O,09,20647,102.52,6.63,202512-202605,6
O,09,20663,67.37,27.7,202512-202605,6
O,09,21863,189.25,19.88,202512-202605,6
O,09,22960,488.57,40.48,202512-202605,6
O,09,23145,435.01,87.93,202512-202605,6
O,10,16687,0.0,0.0,202512-202605,3
O,10,32629,0.0,0.0,202512-202605,6
O,10,32779,0.0,0.0,202512-202605,6
O,10,40365,1.02,1.97,202512-202605,6
O,10,40641,1.87,2.55,202512-202605,6
O,10,41738,0.06,0.19,202512-202605,6
O,10,42005,0.0,0.0,202512-202605,6
O,10,42195,450.46,275.96,202512-202605,6
O,10,42276,0.0,0.0,202512-202605,6
O,10,42594,0.24,0.62,202512-202605,6
O,10,42924,2.28,9.81,202512-202605,6
O,10,43213,25.08,15.56,202512-202605,6
O,09,15315,0.0,0.71,202512-202605,6
O,10,13349,0.0,34.99,202512-202605,6
O,10,19885,0.0,0.0,202512-202605,6
O,10,23928,0.0,0.0,202512-202605,6
O,10,24188,0.0,0.0,202512-202605,6
O,10,25760,0.0,0.04,202512-202605,6
O,10,26341,0.0,0.0,202512-202605,6
O,10,26496,0.0,0.18,202512-202605,6
O,10,27137,0.0,0.0,202512-202605,6
O,10,33321,0.0,0.0,202512-202605,6
O,10,34245,0.0,0.0,202512-202605,6
O,10,39193,0.0,4.88,202512-202605,6
O,10,45113,0.0,0.03,202512-202605,6
O,10,01487,0.0,0.0,202512-202605,6
O,10,05867,0.0,0.0,202512-202605,6
O,10,16682,0.0,0.0,202512-202605,6
